nOrgNum,sCommonName,sFormulaMolec,source_file,sCASRegistryNum
42,4-chloro-3-nitrobenzoic acid,C7H4ClNO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.05.003.xml,
43,2-chloro-5-nitrobenzoic acid,C7H4ClNO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.05.003.xml,
1,"1-hexyl-2,3-dimethylimidazolium tetrafluoroborate",C11H21BF4N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.05.017.xml,
2,germanium iron lithium oxide (Ge2FeLiO6),FeGe2LiO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.01.019.xml,
3,germanium iron sodium oxide (Ge2FeNaO6),FeGe2NaO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.01.019.xml,
3,diethylmethylammonium trifluoromethanesulfonate,C6H14F3NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.014.xml,
4,diethylmethylammonium methanesulfonate,C6H17NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.014.xml,
5,1-butyl-1-methylpiperidinium trifluoromethanesulfonate,C11H22F3NO3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.014.xml,
2,(-)-exo-.alpha.-bergamotene,C15H24,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.017.xml,
4,(Z)-caryophyllene,C15H24,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.017.xml,
1,C-butylresorcin[4]arene,C44H56O8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.006.xml,
2,sodium chlorate,ClNaO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.06.026.xml,
6,"2-methylnaphtho[1,2-d]oxazole",C12H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.008.xml,
7,"2-methylnaphtho[2,3-d]oxazole",C12H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.008.xml,
8,"2-methylnaphtho[1,2-d]thiazole",C12H9NS,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.008.xml,
2,1-methyl-3-pentylimidazolium acetate,C11H20N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.012.xml,
4,2-hydroxy-2-methylpropanoic acid,C4H8O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.017.xml,
2,1-pentyl-3-methylimidazolium hexafluoroantimonate,C9H17F6N2Sb,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.018.xml,
3,1-hexyl-3-methylimidazolium hexafluoroantimonate,C10H19F6N2Sb,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.018.xml,
5,1H-pyrazole,C3H4N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.020.xml,
7,1-ethylpyrazole,C5H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.020.xml,
9,4-methylpyrazole,C4H6N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.020.xml,
12,1-benzylpyrazole,C10H10N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.020.xml,
13,1-phenylpyrazole,C9H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.020.xml,
14,"1,2-diazaindene",C7H6N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.020.xml,
2,methyl (2-(((1-(4-chlorophenyl)-1H-pyrazol-3-yl)oxy)methyl)phenyl)(hydroxy)carbamate,C18H16ClN3O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.025.xml,
4,ethyl D-lactate,C5H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.029.xml,
8,pentyl 2-hydroxypropanoate,C8H16O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.029.xml,
10,D-tert-butyl lactate,C7H14O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.029.xml,
1,"hydroxylammonium 1H,1'H-[5,5'-bitetrazole]-1,1'-bis(olate)",C2H8N10O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.030.xml,
1,6-chloropurine,C5H3ClN4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.028.xml,
65,"N,N,N-triethyloctanaminium bis(fluorosulfonyl)amide",C14H32F2N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.024.xml,
66,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,C9H20F2N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.07.024.xml,
1,methyl 2-benzimidazolecarbamate,C9H9N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.001.xml,
1,lanthanum lithium zirconium oxide (La3Li7Zr2O12),La3Li7O12Zr2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.009.xml,
1,N-amidinosarcasine,C4H9N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.007.xml,
2,creatinine,C4H7N3O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.007.xml,
1,thallium telluride (Tl2Te),TeTl2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.012.xml,
2,silver(I) telluride,Ag2Te,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.012.xml,
3,rubidium silver iodide (Ag4RbI5),Ag4I5Rb,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.012.xml,
10,butanenitrile,C4H7N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.011.xml,
23,"1,4-dichlorobenzene",C6H4Cl2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.011.xml,
24,1-bromo-4-chlorobenzene,C6H4BrCl,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.011.xml,
26,"1,4-dibromobenzene",C6H4Br2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.011.xml,
29,"4-bromo-1,1'-biphenyl",C12H9Br,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.011.xml,
33,9-phenylanthracene,C20H14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.011.xml,
1,methyl undecanoate,C12H24O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.014.xml,
3,butyl octanoate,C12H24O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.014.xml,
4,"hexanoic acid, hexyl ester",C12H24O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.014.xml,
5,octyl butanoate,C12H24O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.014.xml,
1,"3,7,7-trimethylbicyclo[4.1.0]hept-3-ene",C10H16,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.015.xml,
1,arsenic(III) sulfide,As2S3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.019.xml,
2,arsenic monosulfide,AsS,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.019.xml,
2,disodium NADH,C21H27N7Na2O14P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.021.xml,
3,.beta.-nicotinamide adenine dinucleotide,C21H27N7O14P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.021.xml,
1,D-tryptophan,C11H12N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.018.xml,
1,"N-(3-aminopropyl)-N-methyl-1,3-propanediamine",C7H19N3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.025.xml,
2,"naphtho[2,3-b]thiophene",C12H8S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.034.xml,
1,2-phenoxyethanol,C8H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.08.029.xml,
1,"1-octyl-2,3-dimethylimidazolium tetrafluoroborate",C13H25BF4N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.003.xml,
1,barium manganese chloride oxide (Ba5Mn3O12Cl),Ba5ClMn3O12,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.004.xml,
1,Chlorhexidine,C22H30Cl2N10,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.008.xml,
5,"2,3,7,8-tetrahydroxychromeno[5,4,3-cde]chromene-5,10-dione",C14H6O8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.027.xml,
4,"3-(10,110dihydro-5H-dibenzo[1,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine hydrochloride",C19H22ClN,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.026.xml,
1,palladium,Pd,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.037.xml,
2,1-butyl-2-pyrrolidone,C8H15NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.002.xml,
1,tri-n-butyltetradecylphosphonium bis(trifluoromethanesulfonyl)imide,C28H56F6NO4PS2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
2,tributylhexadecylphosphonium bis(trifluoromethanesulfonyl)imide,C30H60F6NO4PS2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
4,tetraoctylphosphonium chloride,C32H68ClP,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
5,tetrahexylphosphonium bromide,C24H52BrP,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
6,trihexylpentylphosphonium hexafluorophosphate,C23H50F6P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
7,tetrahexylphosphonium hexafluorophosphate,C24H52F6P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
8,trihexylheptylphosphonium hexafluorophosphate,C25H54F6P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
9,trihexyloctylphosphonium hexafluorophosphate,C26H56F6P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
10,trihexylheptylphosphonium bis(trifluoromethanesulfonyl)imide,C27H54F6NO4PS2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.007.xml,
1,cesium nickel monophosphate,CsNiO4P,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.006.xml,
5,4-hexyl-4-methylmorpholinium tricyanomethanide,C15H24N4O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.009.xml,
1,2-ethylhexyl palmitate,C24H48O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.012.xml,
2,2-ethylhexyl stearate,C26H52O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.012.xml,
1,lithium compound with tin (Li17Sn4),Li17Sn4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.035.xml,
2,lithium compound with tin (Li7Sn2),Li7Sn2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.035.xml,
3,lithium compound with tin (Li13Sn5),Li13Sn5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.035.xml,
4,lithium compound with tin (Li7Sn3),Li7Sn3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.09.035.xml,
1,"1-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",C24H44N2O7S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.013.xml,
2,"1-butyl-3-methyl-1H-imidazolium 1,4-bis((2-ethylhexyl)oxy)-1,4-dioxobutane-2-sulfonate",C28H52N2O7S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.013.xml,
1,"2,2'-(1,4-phenylenebis(methylene))bis(N,N,N',N'-tetrabutylmalonamide)",C46H82N4O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.021.xml,
2,choline 8-quinolinolate,C14H20N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.026.xml,
3,choline anthranilate,C12H20N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.026.xml,
4,choline picolinate,C11H18N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.026.xml,
5,tris(choline) diethylenetriaminepentaacetate,C29H62N6O13,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.026.xml,
3,sodium bicarbonate,CHNaO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.029.xml,
2,Ethosuximide,C7H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.032.xml,
1,"potassium tetrakis(1,1,1,5,5,5-hexafluoro-2,4-pentanedionato)lanthanate(III)",C20H4F24KLaO8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.033.xml,
2,"potassium tetrakis(1,1,1,5,5,5-hexafluoro-2,4-pentanedionato)gadolinate(III)",C20H4F24GdKO8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.033.xml,
3,"potassium tetrakis(1,1,1,5,5,5-hexafluoro-2,4-pentanedionato)lutetate(III)",C20H4F24KLuO8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.10.033.xml,
2,calcium citrate,C12H10Ca3O14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.003.xml,
1,N-ethyl-2-hydroxyethylammonium propionate,C7H17NO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.005.xml,
8,tetraphenylantimony benzoate,C31H25O2Sb,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.011.xml,
1,copper(II) oxide,CuO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.016.xml,
8,copper(II) pivalate,C10H18CuO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.016.xml,
2,tetrabutylphosphonium sulfate,C32H72O4P2S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.017.xml,
2,bis(1-ethyl-3-methylimidazolium) tetrathiocyanatocobaltate,C16H22CoN8S4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.018.xml,
3,bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate,C20H30CoN8S4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.018.xml,
2,D-psicose,C6H12O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.014.xml,
3,D-(-)-tagatose,C6H12O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.014.xml,
1,Quinocetone,C18H14N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.021.xml,
1,curcumin,C21H20O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.022.xml,
1,Temozolomide,C6H6N6O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.026.xml,
1,phenylmaleic anhydride,C10H6O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.001.xml,
2,diphenylmaleic anhydride,C16H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.001.xml,
3,"2,5-diphenyloxazole",C15H11NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.001.xml,
1,allopurinol,C5H4N4O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.11.028.xml,
1,1-butyl-4-methylpyridinium bromide,C10H16BrN,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.008.xml,
3,1-octyl-4-methylpyridinium bromide,C14H24BrN,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.008.xml,
2,(+)-longifolene,C15H24,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.013.xml,
3,(-)-isolongifolene,C15H24,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.013.xml,
1,N-dodecylthiazolium bromide,C15H28BrNS,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.021.xml,
2,N-dodecyl-4-methylthiazolium bromide,C16H30BrNS,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.021.xml,
2,2-methylimidazole,C4H6N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.024.xml,
3,2-ethylimidazole,C5H8N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.024.xml,
1,lenalidomide,C13H13N3O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.035.xml,
7,deuterium,D2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.037.xml,
14,"cis-2,5-dimethyltetrahydrofuran",C6H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.037.xml,
15,"trans-2,5-dimethyltetrahydrofuran",C6H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.037.xml,
5,dicyclopropyldinitromethane,C7H10N2O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.040.xml,
6,tricyclopropylmethane,C10H16,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.040.xml,
1,6-propyl-2-thiouracil,C7H10N2OS,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.038.xml,
1,lanthanum orthoniobate,LaNbO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.041.xml,
1,Dirithromycin,C42H78N2O14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.044.xml,
2,dysprosium(III) chloride,Cl3Dy,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
5,cesium octachlorodysprosate(III) hexahydrate,Cl8Cs5DyH12O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
6,cesium pentachlorodysprosate(III) hexahydrate,Cl5Cs2DyH12O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
7,cesium hexachlorolanthanate(III) trihydrate,Cl6Cs3H6LaO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
8,cesium tetrachlorolanthanate tetrahydrate,Cl4CsH8LaO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
9,cesium tetrachlorocerate(III) tetrahydrate,CeCl4CsH8O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
10,cesium tetrachloropraseodymate(III) hexahydrate,Cl4CsH12O6Pr,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
11,cesium tetrachloroneodymate nonahydrate,Cl4CsH18NdO9,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.002.xml,
1,iminodibenzyl,C14H13N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2018.12.045.xml,
1,2-(2-methyl-3-chloroanilino)nicotinic acid,C13H11ClN2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.006.xml,
1,ytterbium oxide (Yb2O3),O3Yb2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.008.xml,
2,lutetium oxide (Lu2O3),Lu2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.008.xml,
4,2-cyclopenten-1-one,C5H6O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.012.xml,
5,3-methyl-2-cyclopenten-1-one,C6H8O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.012.xml,
4,methyl tridecanoate,C14H28O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.007.xml,
7,methyl heptadecanoate,C18H36O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.007.xml,
7,azepane-2-thione,C6H11NS,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.014.xml,
1,"2-methyl-3,5-dinitrobenzamide",C8H7N3O5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.013.xml,
1,methyltrioxorhenium,CH3O3Re,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.016.xml,
2,decacarbonyldirhenium,C10O10Re2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.016.xml,
1,methyleneaminoacetonitrile,C3H4N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.015.xml,
5,N-phenylurea,C7H8N2O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.022.xml,
6,1-isopropyl-3-phenylurea,C10H14N2O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.022.xml,
7,1-tert-butyl-3-phenylurea,C11H16N2O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.022.xml,
1,ammonium sulfamate,H6N2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.021.xml,
1,Gimeracil,C5H4ClNO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.026.xml,
5,"2,2,2-trifluoroacetamide",C2H2F3NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.01.031.xml,
5,ethyl 2-aminobenzoate,C9H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.001.xml,
6,ethyl 3-aminobenzoate,C9H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.001.xml,
1,7-chloroquinaldine,C10H8ClN,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.002.xml,
9,7-chloroquinaldine L-tartrate,C14H14ClNO6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.002.xml,
10,7-chloroquinaldine 4-nitrophthalate,C18H13ClN2O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.002.xml,
11,"(2R,3R)-2,3-dihydroxybutanedioic acid",C4H6O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.002.xml,
1,N(4-chlorophenyl)ethanamide,C8H8ClNO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.004.xml,
1,lamotrigine,C9H7Cl2N5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.013.xml,
1,trihexylammonium butanoate,C22H47NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.015.xml,
2,trihexylammonium hexanoate,C24H51NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.015.xml,
3,trihexylammonium octanoate,C26H55NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.015.xml,
4,trioctylammonium butanoate,C28H59NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.015.xml,
5,trioctylammonium hexanoate,C30H63NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.015.xml,
6,trioctylammonium octanoate,C32H67NO2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.015.xml,
2,"tetrasodium 5,11,17,23-tetrakissulfonatemethylen-2,8,14,20-tetra(ethyl)resorcin[4]arene",C40H44Na4O20S4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.018.xml,
3,"tetrasodium 5,11,17,23-tetrakissulfonatemethylen-2,8,14,20-tetra(propyl)resorcin[4]arene",C44H52Na4O20S4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.018.xml,
1,Naftopidil,C24H28N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.016.xml,
2,"(4-imino-2-pentanonato)(1,5-cyclooctadiene)iridium",C13H20IrNO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.021.xml,
3,"(4-(methylimino)-2-pentanonato)(1,5-cyclooctadiene)iridium",C14H22IrNO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.021.xml,
2,2-(ethylamino)ethanol,C4H11NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.023.xml,
3,".beta.,.beta.'-dihydroxydiethyl sulfide",C4H10O2S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.024.xml,
1,oxovanadium(IV) sulfate,O5SV,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.020.xml,
3,hexadecyltrimethylammonium bis(trifluoromethanesulfonyl)imide,C21H42F6N2O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.001.xml,
1,1-methyl-3-(3-(trimethylammonio)propyl)-1H-imidazolium bis(dicyanamide),C14H21N9,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.02.031.xml,
1,2-amino-6-chloropurine,C5H4ClN5,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.004.xml,
1,"1,3-dihydroxy-4-hexylbenzene",C12H18O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.008.xml,
2,4-ethylresorcinol,C8H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.008.xml,
5,2-propylresorcinol,C9H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.008.xml,
5,aluminum trinitrate,AlN3O9,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.012.xml,
1,"6-acetamido-N-(5-ethyl-1,3,4-thiadiazol-2-yl)hexanamide",C12H20N4O2S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.015.xml,
1,1-ethoxy-2-propanol,C5H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.018.xml,
5,semicarbazide hydrochloride,CH6ClN3O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.011.xml,
1,Aripiprazole,C23H27Cl2N3O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.021.xml,
2,"2,5-dichlorophenol",C6H4Cl2O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.026.xml,
3,"2,4,6-trichlorophenol",C6H3Cl3O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.026.xml,
1,1-(3-nitrophenyl)ethanone,C8H7NO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.028.xml,
2,1-(4-nitrophenyl)ethanone,C8H7NO3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.jct.2019.03.028.xml,
